,genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
10,"['modern blues', 'soul']",https://api.spotify.com/v1/artists/3qnGvpP8Yth1AqSBMqON5x,3qnGvpP8Yth1AqSBMqON5x,"[{'height': 640, 'url': 'https://i.scdn.co/image/2ef080e352a66846b67fc5c57701e33d4942eae2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cda9131eb6fd9b0edfae8f750610c120d02b011b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c05f19be6a1bbf685dafeedb9e40685cb0aa3fc0', 'width': 160}]",Leon Bridges,78,artist,spotify:artist:3qnGvpP8Yth1AqSBMqON5x,https://open.spotify.com/artist/3qnGvpP8Yth1AqSBMqON5x,,1024594
11,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'indietronica', 'nyc pop', 'stomp and holler', 'vapor soul']",https://api.spotify.com/v1/artists/7FU0xCgmSYQEiBeevUqQ4S,7FU0xCgmSYQEiBeevUqQ4S,"[{'height': 640, 'url': 'https://i.scdn.co/image/bd51e73ef59209a97823135f3b65556adbe11062', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7ea00710aafcec57da6b212597f74a58fb7a27a6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f1c42d3b6480f1479f20864200be20961e0be58c', 'width': 160}]",Yoke Lore,66,artist,spotify:artist:7FU0xCgmSYQEiBeevUqQ4S,https://open.spotify.com/artist/7FU0xCgmSYQEiBeevUqQ4S,,89478
12,"['bay area indie', 'chillwave', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'oakland indie', 'shimmer pop']",https://api.spotify.com/v1/artists/4ptJIIR10UVlGjN0VntFaK,4ptJIIR10UVlGjN0VntFaK,"[{'height': 640, 'url': 'https://i.scdn.co/image/2c2426dc5b4c430472cdaafe059e3a6cbde70906', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0227e1a7dcaf03005bfe25ffd53fb3467fb460e3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/bfae3153931c1499d09d38bf3b294a0531e60399', 'width': 160}]",Day Wave,58,artist,spotify:artist:4ptJIIR10UVlGjN0VntFaK,https://open.spotify.com/artist/4ptJIIR10UVlGjN0VntFaK,,89764
13,"['french shoegaze', 'metropopolis', 'neo-synthpop']",https://api.spotify.com/v1/artists/63MQldklfxkjYDoUE4Tppz,63MQldklfxkjYDoUE4Tppz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ad6186e7279ea9609926e92c05688cf89312ae4e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cb6f1c1fa5fa6351cd082f5469090dd635b64ae2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/415d9c9ed43df95f53f8ca48e0f69b24cfc5dca2', 'width': 160}]",M83,75,artist,spotify:artist:63MQldklfxkjYDoUE4Tppz,https://open.spotify.com/artist/63MQldklfxkjYDoUE4Tppz,,1726426
14,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/7wg1qvie3KqDNQbAkTdbX0,7wg1qvie3KqDNQbAkTdbX0,"[{'height': 640, 'url': 'https://i.scdn.co/image/4999bba728b08bce50c2e2caffa51c5827e1a70c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cfc3d9d527fded6b0703611002470192aaeb4d7c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/29553a6d021ed41ff7d25f3dfcb045d1dd72c225', 'width': 160}]",Louis The Child,76,artist,spotify:artist:7wg1qvie3KqDNQbAkTdbX0,https://open.spotify.com/artist/7wg1qvie3KqDNQbAkTdbX0,,363521
15,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop', 'pop edm', 'vapor twitch']",https://api.spotify.com/v1/artists/0Y0QSi6lz1bPik5Ffjr8sd,0Y0QSi6lz1bPik5Ffjr8sd,"[{'height': 640, 'url': 'https://i.scdn.co/image/581f16487ebf95f4ccf5c1d898563d5f8a9c6adf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fc725d1039716f422d08a16c4819cad6728fb341', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/414bab19e71aeb52712739dd306f3a358525a482', 'width': 160}]",Ekali,62,artist,spotify:artist:0Y0QSi6lz1bPik5Ffjr8sd,https://open.spotify.com/artist/0Y0QSi6lz1bPik5Ffjr8sd,,111877
16,"['alternative dance', 'art pop', 'chillwave', 'indie pop', 'indie soul', 'indietronica', 'new rave', 'nu gaze']",https://api.spotify.com/v1/artists/6O4EGCCb6DoIiR6B1QCQgp,6O4EGCCb6DoIiR6B1QCQgp,"[{'height': 640, 'url': 'https://i.scdn.co/image/068b15a189f56edf7845a79003f5982286d30e4a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/69babf451e6aef7e3e0674546e088b3b71338770', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2f8ab227ca4d853b2253b414ca04ca53962bbea7', 'width': 160}]",Toro y Moi,70,artist,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,https://open.spotify.com/artist/6O4EGCCb6DoIiR6B1QCQgp,,515790
17,"['electronic trap', 'vapor twitch']",https://api.spotify.com/v1/artists/4OHaWpWPKDcZgOOUn9elFn,4OHaWpWPKDcZgOOUn9elFn,"[{'height': 640, 'url': 'https://i.scdn.co/image/d600d7c0886f91afb81597d688d08eabf7157860', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/300333e0bb071871b75919f6925a05e6d0a12c11', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/30b2d6078bcb8ae4d1332c5b8e2e4963e563b161', 'width': 160}]",Mr. Carmack,50,artist,spotify:artist:4OHaWpWPKDcZgOOUn9elFn,https://open.spotify.com/artist/4OHaWpWPKDcZgOOUn9elFn,,71340
18,"['indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",https://api.spotify.com/v1/artists/0OdUWJ0sBjDrqHygGUXeCF,0OdUWJ0sBjDrqHygGUXeCF,"[{'height': 640, 'url': 'https://i.scdn.co/image/0f9a5013134de288af7d49a962417f4200539b47', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8ae35be1043f330173de198c35a49161337e829c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/602dd7b3a2ee3f3fd86c6c4f50ab9b5a82e23c59', 'width': 160}]",Band of Horses,65,artist,spotify:artist:0OdUWJ0sBjDrqHygGUXeCF,https://open.spotify.com/artist/0OdUWJ0sBjDrqHygGUXeCF,,807466
19,"['art pop', 'electronica', 'indie r&b', 'indie soul', 'indietronica', 'uk alternative pop']",https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU,53KwLdlmrlCelAZMaLVZqU,"[{'height': 640, 'url': 'https://i.scdn.co/image/e13f57a5bd0b78242ed78935cece93eb97456c6f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/133cf56072cde62a0cdb240f02f11fdf36a2dd0c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a3b6630bec88e31f622b22fae77f574e4a36b716', 'width': 160}]",James Blake,74,artist,spotify:artist:53KwLdlmrlCelAZMaLVZqU,https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU,,1005604
20,"['house', 'pop', 'tropical house', 'uk dance']",https://api.spotify.com/v1/artists/6nS5roXSAGhTGr34W6n7Et,6nS5roXSAGhTGr34W6n7Et,"[{'height': 640, 'url': 'https://i.scdn.co/image/cde64861a67aa8de5e33c5290d30cf40b4caa36e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b4ee4c19a731d4ef62735e70ccc76a363ac56d64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e1310856614e1b402c2ab418f57bce476cdf9fc7', 'width': 160}]",Disclosure,82,artist,spotify:artist:6nS5roXSAGhTGr34W6n7Et,https://open.spotify.com/artist/6nS5roXSAGhTGr34W6n7Et,,1754865
21,"['electropop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'vapor soul']",https://api.spotify.com/v1/artists/5Lhxlge1CR1DrgDAje8Qaw,5Lhxlge1CR1DrgDAje8Qaw,"[{'height': 640, 'url': 'https://i.scdn.co/image/a95db2c829705a7f490290aa145aa1541f309053', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/27cc7d121cee2876987dec6785f5d153b2681b4b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f3b044da4b7db23dd66b65038be0896b0e3fc2d8', 'width': 160}]",NoMBe,66,artist,spotify:artist:5Lhxlge1CR1DrgDAje8Qaw,https://open.spotify.com/artist/5Lhxlge1CR1DrgDAje8Qaw,,137879
22,"['alternative r&b', 'edm', 'electropop', 'indie poptimism', 'indie soul', 'indietronica', 'new french touch', 'tropical house', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/28yVvEvA2lT3K5RNIhV1Dj,28yVvEvA2lT3K5RNIhV1Dj,"[{'height': 640, 'url': 'https://i.scdn.co/image/0e91cb78b9967e5b45f9a2971ab9d3519ded5c86', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e5cb762bb0cf7166707e9b066a3d4dd08ea586e9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f01a99de0889258667d33f9a41c310bfc0a1edb3', 'width': 160}]",BAYNK,65,artist,spotify:artist:28yVvEvA2lT3K5RNIhV1Dj,https://open.spotify.com/artist/28yVvEvA2lT3K5RNIhV1Dj,,62716
23,['pop'],https://api.spotify.com/v1/artists/5IH6FPUwQTxPSXurCrcIov,5IH6FPUwQTxPSXurCrcIov,"[{'height': 640, 'url': 'https://i.scdn.co/image/3456c9584254a3269549795b0bd63e841a86e974', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0ecf06ff8b3c2de5a75c74ba63950527ac865261', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e36715c0f8961415579186584a5b0c3f06eaf183', 'width': 160}]",Alec Benjamin,83,artist,spotify:artist:5IH6FPUwQTxPSXurCrcIov,https://open.spotify.com/artist/5IH6FPUwQTxPSXurCrcIov,,1759655
24,"['gauze pop', 'modern rock', 'shiver pop']",https://api.spotify.com/v1/artists/4yvcSjfu4PC0CYQyLy4wSq,4yvcSjfu4PC0CYQyLy4wSq,"[{'height': 640, 'url': 'https://i.scdn.co/image/f282504561b0c2b2ec74925793bbf132982e9098', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/43889206b3aab1e168d664ff9a2a30c5d4e50055', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ebfc603dcc3c1efc110fc0563aa31121a2033804', 'width': 160}]",Glass Animals,76,artist,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq,,1165342
25,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",https://api.spotify.com/v1/artists/6HCnsY0Rxi3cg53xreoAIm,6HCnsY0Rxi3cg53xreoAIm,"[{'height': 640, 'url': 'https://i.scdn.co/image/462786c3ee42d34b975c994e4bbbf0b9f3199a02', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ff84773b8068b2c080c68bc6125c5a91d1fed0d1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6ec0143dcd6643094a60bed351514ba06f2afa96', 'width': 160}]",Emancipator,63,artist,spotify:artist:6HCnsY0Rxi3cg53xreoAIm,https://open.spotify.com/artist/6HCnsY0Rxi3cg53xreoAIm,,295411
26,['la indie'],https://api.spotify.com/v1/artists/0LklyUMMUhpIjMgYHlV0hN,0LklyUMMUhpIjMgYHlV0hN,"[{'height': 640, 'url': 'https://i.scdn.co/image/5d7f745146139e0dc1ff098df711be9a9702adb8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b47fc925a50864cc909b91fc312c8be6f673ee7d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f8f11f8394fa54b5035bb7833006468466e1bdf0', 'width': 160}]",Chicano Batman,58,artist,spotify:artist:0LklyUMMUhpIjMgYHlV0hN,https://open.spotify.com/artist/0LklyUMMUhpIjMgYHlV0hN,,139632
27,"['electronica', 'future garage', 'indie soul', 'indietronica', 'new rave']",https://api.spotify.com/v1/artists/7A0awCXkE1FtSU8B0qwOJQ,7A0awCXkE1FtSU8B0qwOJQ,"[{'height': 640, 'url': 'https://i.scdn.co/image/0f3e2bba969cf51ab4dcde8adf70af197803eceb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ed481a38fcaeb0908cc4ae12a539aae0672c0b69', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/94163fc2bb78b2c3829ae1857c549c5b7c2e26ad', 'width': 160}]",Jamie xx,66,artist,spotify:artist:7A0awCXkE1FtSU8B0qwOJQ,https://open.spotify.com/artist/7A0awCXkE1FtSU8B0qwOJQ,,598195
28,"['indie anthem-folk', 'indie folk', 'indiecoustica', 'stomp and holler']",https://api.spotify.com/v1/artists/7IAFAOtc9kTYNTizhLSWM6,7IAFAOtc9kTYNTizhLSWM6,"[{'height': 640, 'url': 'https://i.scdn.co/image/a1e14f6030098a929ab292f37407763e6c526573', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4d3b7844232e52e2b78f9fd298c41d8b989dd833', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/de471cccbf70a511d343bb64b408156697515867', 'width': 160}]",Hollow Coves,64,artist,spotify:artist:7IAFAOtc9kTYNTizhLSWM6,https://open.spotify.com/artist/7IAFAOtc9kTYNTizhLSWM6,,167444
29,"['big room', 'edm', 'electro house', 'pop', 'progressive house', 'tropical house']",https://api.spotify.com/v1/artists/60d24wfXkVzDSfLS6hyCjZ,60d24wfXkVzDSfLS6hyCjZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/19b193e731a99776449d2b06742942e1e1f58fb2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/dcabac58f732c90f8dfb552344c98dcff53aff12', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d5eaed9a6f206fa5caefd42c6b4c7ce93900ae43', 'width': 160}]",Martin Garrix,86,artist,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ,,13345964
30,"['electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop', 'tropical house', 'vapor soul']",https://api.spotify.com/v1/artists/7C3Cbtr2PkH2l4tOGhtCsk,7C3Cbtr2PkH2l4tOGhtCsk,"[{'height': 640, 'url': 'https://i.scdn.co/image/7f0f3e0101b6f051fbbc005fd68acd48389e9d9a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ff20c435f77933f7397ea0fa93a3c89dda7e32fa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6f66e3809309c96eda9669e3ee5b230c2cd389c8', 'width': 160}]",Shallou,71,artist,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,https://open.spotify.com/artist/7C3Cbtr2PkH2l4tOGhtCsk,,137319
31,"['alternative r&b', 'edm', 'electropop', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",https://api.spotify.com/v1/artists/0GG2cWaonE4JPrjcCCQ1EG,0GG2cWaonE4JPrjcCCQ1EG,"[{'height': 640, 'url': 'https://i.scdn.co/image/6d1ba6e0c6a2639a6622d2c3519618c3d0d14f6b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/43a732407fc4410d98c2b70882096edfd63a2c37', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1181d0a001a9e63dd9c6135eab9c929f4ca5767a', 'width': 160}]",SG Lewis,73,artist,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG,,189839
32,"['chillwave', 'electronica', 'indie soul', 'indietronica', 'new french touch', 'shimmer pop', 'tropical house', 'vapor soul']",https://api.spotify.com/v1/artists/2ABBMkcUeM9hdpimo86mo6,2ABBMkcUeM9hdpimo86mo6,"[{'height': 640, 'url': 'https://i.scdn.co/image/cf915c0d47aa4ca7e930d04d06990efe3dd855e8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/10ac8574c3fec049bfe65a568d240f0d4f64d489', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e7e79dd8e1ae56278c7f3447d3764943af99757b', 'width': 160}]",Tourist,63,artist,spotify:artist:2ABBMkcUeM9hdpimo86mo6,https://open.spotify.com/artist/2ABBMkcUeM9hdpimo86mo6,,104424
33,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",https://api.spotify.com/v1/artists/08GQAI4eElDnROBrJRGE0X,08GQAI4eElDnROBrJRGE0X,"[{'height': 640, 'url': 'https://i.scdn.co/image/8976b6b0aacba6f7859b1f0ab7bc0adcd6ea7444', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7316c71bf06332dc259e14ddce420b2b060e9c69', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4f7f18a93be4af82f876ff9ce79ede8a3cecd712', 'width': 160}]",Fleetwood Mac,84,artist,spotify:artist:08GQAI4eElDnROBrJRGE0X,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,,4783976
34,"['alternative dance', 'art pop', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",https://api.spotify.com/v1/artists/4aEnNH9PuU1HF3TsZTru54,4aEnNH9PuU1HF3TsZTru54,"[{'height': 640, 'url': 'https://i.scdn.co/image/1a2fc54c4edb1b614458d213c4f9b8b280f091cd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a0ccbf89bb9accbeace5c08044606cac288bbbb7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/df0a17ba43b15b79b35bac1bda7e632371060afe', 'width': 160}]",Caribou,67,artist,spotify:artist:4aEnNH9PuU1HF3TsZTru54,https://open.spotify.com/artist/4aEnNH9PuU1HF3TsZTru54,,478957
35,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",https://api.spotify.com/v1/artists/4xnMDfgEmXZEEDdITKcGuE,4xnMDfgEmXZEEDdITKcGuE,"[{'height': 640, 'url': 'https://i.scdn.co/image/d84eb58603a7772fbf4e8e8a5bd9ac1f1a31043d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/68963c27aa21890b3d3b6c4b34b1baaedb0a3ee1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/3d0a2904f7020600e94285b7b4af45ec949307ab', 'width': 160}]",Audien,64,artist,spotify:artist:4xnMDfgEmXZEEDdITKcGuE,https://open.spotify.com/artist/4xnMDfgEmXZEEDdITKcGuE,,145052
36,['chillstep'],https://api.spotify.com/v1/artists/6HL3uLHjsLddvoSXVGDfbQ,6HL3uLHjsLddvoSXVGDfbQ,"[{'height': 640, 'url': 'https://i.scdn.co/image/c1d90e6a1cbde18e2e8f4944e41ed7f2258313d2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/2027e414c594fe0ec624b42510eeea2b37ef23f2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6c102bc7ef7c1a969a8e5d9348f5bfe4f71ee6a3', 'width': 160}]",Sizzle Bird,45,artist,spotify:artist:6HL3uLHjsLddvoSXVGDfbQ,https://open.spotify.com/artist/6HL3uLHjsLddvoSXVGDfbQ,,14354
37,"['edm', 'electronic trap', 'electropop', 'indietronica', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/62vbsDRAq0qHdezaCOzB0T,62vbsDRAq0qHdezaCOzB0T,"[{'height': 640, 'url': 'https://i.scdn.co/image/c0dc757ca37caa4514184ec11f3f1153f682e2f3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ff01c1f05247fee0f075d1d3f5733e8d825cf818', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/861727429ac9e8a310d14cd96a9d85a91cb93c3d', 'width': 160}]",Medasin,66,artist,spotify:artist:62vbsDRAq0qHdezaCOzB0T,https://open.spotify.com/artist/62vbsDRAq0qHdezaCOzB0T,,77003
